Steps,Action,Change,Network
1457,"PrivilegeEscalation: target=(1, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
1458,"PrivilegeEscalation: target=(1, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
1459,"PrivilegeEscalation: target=(1, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
1460,"PrivilegeEscalation: target=(1, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
1461,"PrivilegeEscalation: target=(1, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
1462,"PrivilegeEscalation: target=(1, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
1463,"PrivilegeEscalation: target=(1, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
1464,"PrivilegeEscalation: target=(1, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
1465,"PrivilegeEscalation: target=(1, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
1466,"PrivilegeEscalation: target=(1, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
1467,"PrivilegeEscalation: target=(1, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
1468,"PrivilegeEscalation: target=(1, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
1469,"PrivilegeEscalation: target=(1, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
1470,"PrivilegeEscalation: target=(1, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
1471,"Exploit: target=(1, 12), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1",original,medium-single-site.yaml
1472,"OSScan: target=(1, 13), cost=1.00, prob=1.00, req_access=USER",original,medium-single-site.yaml
1473,"Exploit: target=(1, 1), cost=2.00, prob=0.30, req_access=USER, os=linux, service=samba, access=2",original,medium-single-site.yaml
1474,"OSScan: target=(1, 13), cost=1.00, prob=1.00, req_access=USER",original,medium-single-site.yaml
1475,"Exploit: target=(1, 1), cost=2.00, prob=0.30, req_access=USER, os=linux, service=samba, access=2",original,medium-single-site.yaml
1476,"OSScan: target=(1, 13), cost=1.00, prob=1.00, req_access=USER",original,medium-single-site.yaml
1477,"Exploit: target=(1, 1), cost=2.00, prob=0.30, req_access=USER, os=linux, service=samba, access=2",original,medium-single-site.yaml
1478,"PrivilegeEscalation: target=(1, 5), cost=1.00, prob=1.00, req_access=USER, os=windows, process=schtask, access=2",original,medium-single-site.yaml
1479,"OSScan: target=(1, 13), cost=1.00, prob=1.00, req_access=USER",original,medium-single-site.yaml
1480,"Exploit: target=(1, 1), cost=2.00, prob=0.30, req_access=USER, os=linux, service=samba, access=2",original,medium-single-site.yaml
1481,"OSScan: target=(1, 13), cost=1.00, prob=1.00, req_access=USER",original,medium-single-site.yaml
1482,"Exploit: target=(1, 1), cost=2.00, prob=0.30, req_access=USER, os=linux, service=samba, access=2",original,medium-single-site.yaml
1483,"OSScan: target=(1, 13), cost=1.00, prob=1.00, req_access=USER",original,medium-single-site.yaml
1484,"Exploit: target=(1, 1), cost=2.00, prob=0.30, req_access=USER, os=linux, service=samba, access=2",original,medium-single-site.yaml
1485,"OSScan: target=(1, 13), cost=1.00, prob=1.00, req_access=USER",original,medium-single-site.yaml
1486,"Exploit: target=(1, 1), cost=2.00, prob=0.30, req_access=USER, os=linux, service=samba, access=2",original,medium-single-site.yaml
1487,"OSScan: target=(1, 13), cost=1.00, prob=1.00, req_access=USER",original,medium-single-site.yaml
1488,"Exploit: target=(1, 1), cost=2.00, prob=0.30, req_access=USER, os=linux, service=samba, access=2",original,medium-single-site.yaml
1489,"OSScan: target=(1, 13), cost=1.00, prob=1.00, req_access=USER",original,medium-single-site.yaml
1490,"Exploit: target=(1, 1), cost=2.00, prob=0.30, req_access=USER, os=linux, service=samba, access=2",original,medium-single-site.yaml
1491,"OSScan: target=(1, 13), cost=1.00, prob=1.00, req_access=USER",original,medium-single-site.yaml
1492,"Exploit: target=(1, 1), cost=2.00, prob=0.30, req_access=USER, os=linux, service=samba, access=2",original,medium-single-site.yaml
1493,"OSScan: target=(1, 13), cost=1.00, prob=1.00, req_access=USER",original,medium-single-site.yaml
1494,"Exploit: target=(1, 1), cost=2.00, prob=0.30, req_access=USER, os=linux, service=samba, access=2",original,medium-single-site.yaml
1495,"OSScan: target=(1, 13), cost=1.00, prob=1.00, req_access=USER",original,medium-single-site.yaml
1496,"Exploit: target=(1, 1), cost=2.00, prob=0.30, req_access=USER, os=linux, service=samba, access=2",original,medium-single-site.yaml
1497,"OSScan: target=(1, 13), cost=1.00, prob=1.00, req_access=USER",original,medium-single-site.yaml
1498,"Exploit: target=(1, 4), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1",original,medium-single-site.yaml
1499,"OSScan: target=(1, 13), cost=1.00, prob=1.00, req_access=USER",original,medium-single-site.yaml
1500,"Exploit: target=(1, 1), cost=2.00, prob=0.30, req_access=USER, os=linux, service=samba, access=2",original,medium-single-site.yaml
1501,"OSScan: target=(1, 13), cost=1.00, prob=1.00, req_access=USER",original,medium-single-site.yaml
1502,"Exploit: target=(1, 1), cost=2.00, prob=0.30, req_access=USER, os=linux, service=samba, access=2",original,medium-single-site.yaml
1503,"OSScan: target=(1, 13), cost=1.00, prob=1.00, req_access=USER",original,medium-single-site.yaml
1504,"Exploit: target=(1, 1), cost=2.00, prob=0.30, req_access=USER, os=linux, service=samba, access=2",original,medium-single-site.yaml
1505,"OSScan: target=(1, 13), cost=1.00, prob=1.00, req_access=USER",original,medium-single-site.yaml
1506,"Exploit: target=(1, 1), cost=2.00, prob=0.30, req_access=USER, os=linux, service=samba, access=2",original,medium-single-site.yaml
1507,"OSScan: target=(1, 13), cost=1.00, prob=1.00, req_access=USER",original,medium-single-site.yaml
1508,"Exploit: target=(1, 1), cost=2.00, prob=0.30, req_access=USER, os=linux, service=samba, access=2",original,medium-single-site.yaml
1509,"OSScan: target=(1, 13), cost=1.00, prob=1.00, req_access=USER",original,medium-single-site.yaml
1510,"Exploit: target=(1, 1), cost=2.00, prob=0.30, req_access=USER, os=linux, service=samba, access=2",original,medium-single-site.yaml
1511,"OSScan: target=(1, 13), cost=1.00, prob=1.00, req_access=USER",original,medium-single-site.yaml
1512,"Exploit: target=(1, 1), cost=2.00, prob=0.30, req_access=USER, os=linux, service=samba, access=2",original,medium-single-site.yaml
1513,"OSScan: target=(1, 13), cost=1.00, prob=1.00, req_access=USER",original,medium-single-site.yaml
1514,"Exploit: target=(1, 1), cost=2.00, prob=0.30, req_access=USER, os=linux, service=samba, access=2",original,medium-single-site.yaml
1515,"OSScan: target=(1, 13), cost=1.00, prob=1.00, req_access=USER",original,medium-single-site.yaml
1516,"Exploit: target=(1, 1), cost=2.00, prob=0.30, req_access=USER, os=linux, service=samba, access=2",original,medium-single-site.yaml
1517,"OSScan: target=(1, 13), cost=1.00, prob=1.00, req_access=USER",original,medium-single-site.yaml
1518,"Exploit: target=(1, 1), cost=2.00, prob=0.30, req_access=USER, os=linux, service=samba, access=2",original,medium-single-site.yaml
1519,"OSScan: target=(1, 13), cost=1.00, prob=1.00, req_access=USER",original,medium-single-site.yaml
1520,"Exploit: target=(1, 1), cost=2.00, prob=0.30, req_access=USER, os=linux, service=samba, access=2",original,medium-single-site.yaml
1521,"OSScan: target=(1, 13), cost=1.00, prob=1.00, req_access=USER",original,medium-single-site.yaml
1522,"Exploit: target=(1, 1), cost=2.00, prob=0.30, req_access=USER, os=linux, service=samba, access=2",original,medium-single-site.yaml
1523,"OSScan: target=(1, 13), cost=1.00, prob=1.00, req_access=USER",original,medium-single-site.yaml
1524,"Exploit: target=(1, 1), cost=2.00, prob=0.30, req_access=USER, os=linux, service=samba, access=2",original,medium-single-site.yaml
1525,"SubnetScan: target=(1, 9), cost=1.00, prob=1.00, req_access=USER",original,medium-single-site.yaml
1526,"PrivilegeEscalation: target=(1, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
1527,"PrivilegeEscalation: target=(1, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
1528,"PrivilegeEscalation: target=(1, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
1529,"Exploit: target=(1, 3), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=2",original,medium-single-site.yaml
1530,"OSScan: target=(1, 13), cost=1.00, prob=1.00, req_access=USER",original,medium-single-site.yaml
1531,"Exploit: target=(1, 1), cost=2.00, prob=0.30, req_access=USER, os=linux, service=samba, access=2",original,medium-single-site.yaml
1532,"OSScan: target=(1, 13), cost=1.00, prob=1.00, req_access=USER",original,medium-single-site.yaml
1533,"Exploit: target=(1, 1), cost=2.00, prob=0.30, req_access=USER, os=linux, service=samba, access=2",original,medium-single-site.yaml
1534,"OSScan: target=(1, 13), cost=1.00, prob=1.00, req_access=USER",original,medium-single-site.yaml
1535,"Exploit: target=(1, 1), cost=2.00, prob=0.30, req_access=USER, os=linux, service=samba, access=2",original,medium-single-site.yaml
1536,"OSScan: target=(1, 13), cost=1.00, prob=1.00, req_access=USER",original,medium-single-site.yaml
1537,"OSScan: target=(1, 9), cost=1.00, prob=1.00, req_access=USER",original,medium-single-site.yaml
1538,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
1539,"PrivilegeEscalation: target=(1, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
1540,"PrivilegeEscalation: target=(1, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
1541,"PrivilegeEscalation: target=(1, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
1542,"PrivilegeEscalation: target=(1, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
1543,"PrivilegeEscalation: target=(1, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
1544,"PrivilegeEscalation: target=(1, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
1545,"PrivilegeEscalation: target=(1, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
1546,"PrivilegeEscalation: target=(1, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
1547,"PrivilegeEscalation: target=(1, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
1548,"PrivilegeEscalation: target=(1, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
1549,"PrivilegeEscalation: target=(1, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
1550,"PrivilegeEscalation: target=(1, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
1551,"PrivilegeEscalation: target=(1, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
1552,"PrivilegeEscalation: target=(1, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
1553,"PrivilegeEscalation: target=(1, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
1554,"PrivilegeEscalation: target=(1, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
1555,"PrivilegeEscalation: target=(1, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
1556,"PrivilegeEscalation: target=(1, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
1557,"PrivilegeEscalation: target=(1, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
1558,"PrivilegeEscalation: target=(1, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
1559,"PrivilegeEscalation: target=(1, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
1560,"PrivilegeEscalation: target=(1, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
1561,"PrivilegeEscalation: target=(1, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
1562,"PrivilegeEscalation: target=(1, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
1563,"PrivilegeEscalation: target=(1, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
1564,"PrivilegeEscalation: target=(1, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
1565,"PrivilegeEscalation: target=(1, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
1566,"PrivilegeEscalation: target=(1, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
1567,"PrivilegeEscalation: target=(1, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
1568,"PrivilegeEscalation: target=(1, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
1569,"PrivilegeEscalation: target=(1, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
1570,"PrivilegeEscalation: target=(1, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
1571,"PrivilegeEscalation: target=(1, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
1572,"PrivilegeEscalation: target=(1, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
1573,"Exploit: target=(1, 7), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=2",original,medium-single-site.yaml
1574,"PrivilegeEscalation: target=(1, 13), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
1575,"PrivilegeEscalation: target=(1, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
1576,"PrivilegeEscalation: target=(1, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2",original,medium-single-site.yaml
