,action_num_val,action_verbose
1202,27,"ServiceScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
1203,47,"SubnetScan: target=(3, 3), cost=1.00, prob=1.00, req_access=USER"
1204,13,"Exploit: target=(2, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
1205,14,"Exploit: target=(2, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
1206,19,"OSScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
1207,15,"Exploit: target=(2, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
1208,4,"Exploit: target=(1, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
1209,6,"Exploit: target=(1, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
1210,8,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
1211,8,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
1212,4,"Exploit: target=(1, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
1213,6,"Exploit: target=(1, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
1214,24,"Exploit: target=(3, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
1215,59,"Exploit: target=(3, 4), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
1216,17,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
1217,69,"Exploit: target=(4, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
1218,0,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
1219,0,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
1220,68,"Exploit: target=(4, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
1221,1,"OSScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
1222,1,"OSScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
1223,32,"Exploit: target=(3, 1), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
1224,2,"SubnetScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
1225,3,"ProcessScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
1226,4,"Exploit: target=(1, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
1227,2,"SubnetScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
1228,5,"Exploit: target=(1, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
1229,27,"ServiceScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
1230,64,"OSScan: target=(4, 0), cost=1.00, prob=1.00, req_access=USER"
1231,48,"ProcessScan: target=(3, 3), cost=1.00, prob=1.00, req_access=USER"
1232,34,"PrivilegeEscalation: target=(3, 1), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
1233,15,"Exploit: target=(2, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
1234,46,"OSScan: target=(3, 3), cost=1.00, prob=1.00, req_access=USER"
1235,6,"Exploit: target=(1, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
1236,67,"Exploit: target=(4, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
1237,7,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
1238,13,"Exploit: target=(2, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
1239,8,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
1240,18,"ServiceScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
1241,9,"ServiceScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
1242,17,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
1243,3,"ProcessScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
1244,34,"PrivilegeEscalation: target=(3, 1), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
1245,4,"Exploit: target=(1, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
1246,21,"ProcessScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
1247,10,"OSScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
1248,11,"SubnetScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
1249,26,"PrivilegeEscalation: target=(3, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
1250,5,"Exploit: target=(1, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
1251,33,"Exploit: target=(3, 1), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
1252,12,"ProcessScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
1253,13,"Exploit: target=(2, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
1254,14,"Exploit: target=(2, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
1255,6,"Exploit: target=(1, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
1256,15,"Exploit: target=(2, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
1257,9,"ServiceScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
1258,17,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
1259,48,"ProcessScan: target=(3, 3), cost=1.00, prob=1.00, req_access=USER"
1260,48,"ProcessScan: target=(3, 3), cost=1.00, prob=1.00, req_access=USER"
1261,14,"Exploit: target=(2, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
1262,9,"ServiceScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
1263,8,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
1264,7,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
1265,47,"SubnetScan: target=(3, 3), cost=1.00, prob=1.00, req_access=USER"
1266,26,"PrivilegeEscalation: target=(3, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
1267,8,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
1268,5,"Exploit: target=(1, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
1269,63,"ServiceScan: target=(4, 0), cost=1.00, prob=1.00, req_access=USER"
1270,68,"Exploit: target=(4, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
1271,10,"OSScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
1272,60,"Exploit: target=(3, 4), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
1273,11,"SubnetScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
1274,16,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
1275,18,"ServiceScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
1276,19,"OSScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
1277,20,"SubnetScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
1278,16,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
1279,21,"ProcessScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
1280,54,"ServiceScan: target=(3, 4), cost=1.00, prob=1.00, req_access=USER"
1281,22,"Exploit: target=(3, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
1282,18,"ServiceScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
1283,3,"ProcessScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
1284,55,"OSScan: target=(3, 4), cost=1.00, prob=1.00, req_access=USER"
1285,23,"Exploit: target=(3, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
1286,24,"Exploit: target=(3, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
1287,22,"Exploit: target=(3, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
1288,12,"ProcessScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
1289,25,"PrivilegeEscalation: target=(3, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
1290,39,"ProcessScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
1291,27,"ServiceScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
1292,28,"OSScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
1293,66,"ProcessScan: target=(4, 0), cost=1.00, prob=1.00, req_access=USER"
1294,29,"SubnetScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
1295,30,"ProcessScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
1296,17,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
1297,1,"OSScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
1298,26,"PrivilegeEscalation: target=(3, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
1299,14,"Exploit: target=(2, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
1300,16,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
1301,64,"OSScan: target=(4, 0), cost=1.00, prob=1.00, req_access=USER"
1302,31,"Exploit: target=(3, 1), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
1303,17,"PrivilegeEscalation: target=(2, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
1304,20,"SubnetScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
1305,39,"ProcessScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
1306,2,"SubnetScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
1307,33,"Exploit: target=(3, 1), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
1308,48,"ProcessScan: target=(3, 3), cost=1.00, prob=1.00, req_access=USER"
1309,60,"Exploit: target=(3, 4), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
1310,34,"PrivilegeEscalation: target=(3, 1), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
1311,19,"OSScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
1312,35,"PrivilegeEscalation: target=(3, 1), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
1313,33,"Exploit: target=(3, 1), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
1314,36,"ServiceScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
1315,37,"OSScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
1316,38,"SubnetScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
1317,51,"Exploit: target=(3, 3), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
1318,52,"PrivilegeEscalation: target=(3, 3), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
1319,19,"OSScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
1320,57,"ProcessScan: target=(3, 4), cost=1.00, prob=1.00, req_access=USER"
1321,40,"Exploit: target=(3, 2), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
1322,23,"Exploit: target=(3, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
1323,34,"PrivilegeEscalation: target=(3, 1), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
1324,24,"Exploit: target=(3, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
1325,25,"PrivilegeEscalation: target=(3, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
1326,7,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
1327,66,"ProcessScan: target=(4, 0), cost=1.00, prob=1.00, req_access=USER"
1328,46,"OSScan: target=(3, 3), cost=1.00, prob=1.00, req_access=USER"
1329,41,"Exploit: target=(3, 2), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
1330,42,"Exploit: target=(3, 2), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
1331,33,"Exploit: target=(3, 1), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
1332,43,"PrivilegeEscalation: target=(3, 2), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
1333,26,"PrivilegeEscalation: target=(3, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
1334,64,"OSScan: target=(4, 0), cost=1.00, prob=1.00, req_access=USER"
1335,44,"PrivilegeEscalation: target=(3, 2), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
1336,61,"PrivilegeEscalation: target=(3, 4), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
1337,28,"OSScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
1338,45,"ServiceScan: target=(3, 3), cost=1.00, prob=1.00, req_access=USER"
1339,34,"PrivilegeEscalation: target=(3, 1), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
1340,29,"SubnetScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
1341,6,"Exploit: target=(1, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
1342,49,"Exploit: target=(3, 3), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
1343,30,"ProcessScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
1344,26,"PrivilegeEscalation: target=(3, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
1345,26,"PrivilegeEscalation: target=(3, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
1346,31,"Exploit: target=(3, 1), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
1347,32,"Exploit: target=(3, 1), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
1348,54,"ServiceScan: target=(3, 4), cost=1.00, prob=1.00, req_access=USER"
1349,30,"ProcessScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
1350,47,"SubnetScan: target=(3, 3), cost=1.00, prob=1.00, req_access=USER"
1351,11,"SubnetScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
1352,50,"Exploit: target=(3, 3), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
1353,52,"PrivilegeEscalation: target=(3, 3), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
1354,35,"PrivilegeEscalation: target=(3, 1), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
1355,1,"OSScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
1356,7,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
1357,56,"SubnetScan: target=(3, 4), cost=1.00, prob=1.00, req_access=USER"
1358,53,"PrivilegeEscalation: target=(3, 3), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
1359,36,"ServiceScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
1360,41,"Exploit: target=(3, 2), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
1361,24,"Exploit: target=(3, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
1362,37,"OSScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
1363,56,"SubnetScan: target=(3, 4), cost=1.00, prob=1.00, req_access=USER"
1364,58,"Exploit: target=(3, 4), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
1365,38,"SubnetScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
1366,59,"Exploit: target=(3, 4), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
1367,62,"PrivilegeEscalation: target=(3, 4), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
1368,3,"ProcessScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
1369,0,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
1370,1,"OSScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
1371,45,"ServiceScan: target=(3, 3), cost=1.00, prob=1.00, req_access=USER"
1372,2,"SubnetScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
1373,15,"Exploit: target=(2, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
1374,52,"PrivilegeEscalation: target=(3, 3), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
1375,20,"SubnetScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
1376,43,"PrivilegeEscalation: target=(3, 2), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
1377,26,"PrivilegeEscalation: target=(3, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
1378,62,"PrivilegeEscalation: target=(3, 4), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
1379,11,"SubnetScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
1380,19,"OSScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
1381,4,"Exploit: target=(1, 0), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
1382,10,"OSScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
1383,5,"Exploit: target=(1, 0), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
1384,0,"ServiceScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
1385,15,"Exploit: target=(2, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
1386,8,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
1387,18,"ServiceScan: target=(3, 0), cost=1.00, prob=1.00, req_access=USER"
1388,65,"SubnetScan: target=(4, 0), cost=1.00, prob=1.00, req_access=USER"
1389,41,"Exploit: target=(3, 2), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
1390,6,"Exploit: target=(1, 0), cost=2.00, prob=0.90, req_access=USER, os=None, service=http, access=1"
1391,7,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=linux, process=tomcat, access=2"
1392,31,"Exploit: target=(3, 1), cost=3.00, prob=0.90, req_access=USER, os=linux, service=ssh, access=1"
1393,1,"OSScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
1394,8,"PrivilegeEscalation: target=(1, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
1395,71,"PrivilegeEscalation: target=(4, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
1396,2,"SubnetScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
1397,9,"ServiceScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
1398,30,"ProcessScan: target=(3, 1), cost=1.00, prob=1.00, req_access=USER"
1399,32,"Exploit: target=(3, 1), cost=1.00, prob=0.60, req_access=USER, os=windows, service=ftp, access=1"
1400,10,"OSScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
1401,36,"ServiceScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
1402,26,"PrivilegeEscalation: target=(3, 0), cost=1.00, prob=1.00, req_access=USER, os=windows, process=daclsvc, access=2"
1403,3,"ProcessScan: target=(1, 0), cost=1.00, prob=1.00, req_access=USER"
1404,37,"OSScan: target=(3, 2), cost=1.00, prob=1.00, req_access=USER"
1405,12,"ProcessScan: target=(2, 0), cost=1.00, prob=1.00, req_access=USER"
