,steps,action_num_val,reward,done,action,episode_return
2160,158,13,-3.0,False,"{'success': True, 'value': 0, 'services': {'ssh': 1.0, 'ftp': 1.0, 'http': 0.0}, 'os': {'linux': 1.0, 'windows': 0.0}, 'processes': {}, 'access': 1, 'discovered': {}, 'connection_error': False, 'permission_error': False, 'newly_discovered': {}}",-102.0
2161,159,60,-2.0,False,"{'success': False, 'value': 0, 'services': {}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': False, 'permission_error': False, 'newly_discovered': {}}",-104.0
2162,160,71,-1.0,False,"{'success': False, 'value': 0.0, 'services': {}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': True, 'permission_error': False, 'newly_discovered': {}}",-105.0
2163,161,0,-1.0,False,"{'success': True, 'value': 0, 'services': {'ssh': 0.0, 'ftp': 0.0, 'http': 1.0}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': False, 'permission_error': False, 'newly_discovered': {}}",-106.0
2164,162,63,-1.0,False,"{'success': False, 'value': 0.0, 'services': {}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': True, 'permission_error': False, 'newly_discovered': {}}",-107.0
2165,163,14,-1.0,False,"{'success': False, 'value': 0, 'services': {}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': False, 'permission_error': False, 'newly_discovered': {}}",-108.0
2166,164,0,-1.0,False,"{'success': True, 'value': 0, 'services': {'ssh': 0.0, 'ftp': 0.0, 'http': 1.0}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': False, 'permission_error': False, 'newly_discovered': {}}",-109.0
2167,165,3,-1.0,False,"{'success': True, 'value': 0, 'services': {}, 'os': {}, 'processes': {'tomcat': 0.0, 'daclsvc': 0.0}, 'access': 1.0, 'discovered': {}, 'connection_error': False, 'permission_error': False, 'newly_discovered': {}}",-110.0
2168,166,44,-1.0,False,"{'success': False, 'value': 0.0, 'services': {}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': True, 'permission_error': False, 'newly_discovered': {}}",-111.0
2169,167,54,-1.0,False,"{'success': True, 'value': 0, 'services': {'ssh': 0.0, 'ftp': 1.0, 'http': 0.0}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': False, 'permission_error': False, 'newly_discovered': {}}",-112.0
2170,168,38,-1.0,False,"{'success': False, 'value': 0.0, 'services': {}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': True, 'permission_error': False, 'newly_discovered': {}}",-113.0
2171,169,40,-3.0,False,"{'success': False, 'value': 0, 'services': {}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': False, 'permission_error': False, 'newly_discovered': {}}",-116.0
2172,170,60,-2.0,False,"{'success': False, 'value': 0, 'services': {}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': False, 'permission_error': False, 'newly_discovered': {}}",-118.0
2173,171,65,-1.0,False,"{'success': False, 'value': 0.0, 'services': {}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': True, 'permission_error': False, 'newly_discovered': {}}",-119.0
2174,172,7,-1.0,False,"{'success': False, 'value': 0, 'services': {}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': False, 'permission_error': False, 'newly_discovered': {}}",-120.0
2175,173,1,-1.0,False,"{'success': True, 'value': 0, 'services': {}, 'os': {'linux': 1.0, 'windows': 0.0}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': False, 'permission_error': False, 'newly_discovered': {}}",-121.0
2176,174,42,-2.0,False,"{'success': False, 'value': 0, 'services': {}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': False, 'permission_error': False, 'newly_discovered': {}}",-123.0
2177,175,1,-1.0,False,"{'success': True, 'value': 0, 'services': {}, 'os': {'linux': 1.0, 'windows': 0.0}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': False, 'permission_error': False, 'newly_discovered': {}}",-124.0
2178,176,38,-1.0,False,"{'success': False, 'value': 0.0, 'services': {}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': True, 'permission_error': False, 'newly_discovered': {}}",-125.0
2179,177,11,-1.0,False,"{'success': True, 'value': 0, 'services': {}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {(1, 0): True, (2, 0): True, (3, 0): True, (3, 1): True, (3, 2): True, (3, 3): True, (3, 4): True, (4, 0): False}, 'connection_error': False, 'permission_error': False, 'newly_discovered': {(1, 0): False, (2, 0): False, (3, 0): False, (3, 1): False, (3, 2): False, (3, 3): False, (3, 4): False, (4, 0): False}}",-126.0
2180,178,45,-1.0,False,"{'success': True, 'value': 0, 'services': {'ssh': 0.0, 'ftp': 1.0, 'http': 0.0}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': False, 'permission_error': False, 'newly_discovered': {}}",-127.0
2181,179,11,-1.0,False,"{'success': True, 'value': 0, 'services': {}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {(1, 0): True, (2, 0): True, (3, 0): True, (3, 1): True, (3, 2): True, (3, 3): True, (3, 4): True, (4, 0): False}, 'connection_error': False, 'permission_error': False, 'newly_discovered': {(1, 0): False, (2, 0): False, (3, 0): False, (3, 1): False, (3, 2): False, (3, 3): False, (3, 4): False, (4, 0): False}}",-128.0
2182,180,0,-1.0,False,"{'success': True, 'value': 0, 'services': {'ssh': 0.0, 'ftp': 0.0, 'http': 1.0}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': False, 'permission_error': False, 'newly_discovered': {}}",-129.0
2183,181,12,-1.0,False,"{'success': True, 'value': 0, 'services': {}, 'os': {}, 'processes': {'tomcat': 1.0, 'daclsvc': 0.0}, 'access': 2.0, 'discovered': {}, 'connection_error': False, 'permission_error': False, 'newly_discovered': {}}",-130.0
2184,182,5,-1.0,False,"{'success': False, 'value': 0, 'services': {}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': False, 'permission_error': False, 'newly_discovered': {}}",-131.0
2185,183,38,-1.0,False,"{'success': False, 'value': 0.0, 'services': {}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': True, 'permission_error': False, 'newly_discovered': {}}",-132.0
2186,184,52,-1.0,False,"{'success': False, 'value': 0.0, 'services': {}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': True, 'permission_error': False, 'newly_discovered': {}}",-133.0
2187,185,62,-1.0,False,"{'success': False, 'value': 0.0, 'services': {}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': True, 'permission_error': False, 'newly_discovered': {}}",-134.0
2188,186,50,-1.0,False,"{'success': True, 'value': 0, 'services': {'ssh': 0.0, 'ftp': 1.0, 'http': 0.0}, 'os': {'linux': 0.0, 'windows': 1.0}, 'processes': {}, 'access': 1, 'discovered': {}, 'connection_error': False, 'permission_error': False, 'newly_discovered': {}}",-135.0
2189,187,44,-1.0,False,"{'success': False, 'value': 0.0, 'services': {}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': True, 'permission_error': False, 'newly_discovered': {}}",-136.0
2190,188,33,-2.0,False,"{'success': True, 'value': 0, 'services': {'ssh': 0.0, 'ftp': 1.0, 'http': 1.0}, 'os': {'linux': 0.0, 'windows': 1.0}, 'processes': {}, 'access': 1, 'discovered': {}, 'connection_error': False, 'permission_error': False, 'newly_discovered': {}}",-138.0
2191,189,51,-2.0,False,"{'success': False, 'value': 0, 'services': {}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': False, 'permission_error': False, 'newly_discovered': {}}",-140.0
2192,190,53,-1.0,False,"{'success': False, 'value': 0, 'services': {}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': False, 'permission_error': False, 'newly_discovered': {}}",-141.0
2193,191,61,-1.0,False,"{'success': False, 'value': 0.0, 'services': {}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': True, 'permission_error': False, 'newly_discovered': {}}",-142.0
2194,192,19,-1.0,False,"{'success': True, 'value': 0, 'services': {}, 'os': {'linux': 0.0, 'windows': 1.0}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': False, 'permission_error': False, 'newly_discovered': {}}",-143.0
2195,193,0,-1.0,False,"{'success': True, 'value': 0, 'services': {'ssh': 0.0, 'ftp': 0.0, 'http': 1.0}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': False, 'permission_error': False, 'newly_discovered': {}}",-144.0
2196,194,23,-1.0,False,"{'success': False, 'value': 0.0, 'services': {}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': False, 'permission_error': False, 'newly_discovered': {}}",-145.0
2197,195,30,-1.0,False,"{'success': True, 'value': 0, 'services': {}, 'os': {}, 'processes': {'tomcat': 0.0, 'daclsvc': 1.0}, 'access': 2.0, 'discovered': {}, 'connection_error': False, 'permission_error': False, 'newly_discovered': {}}",-146.0
2198,196,51,-2.0,False,"{'success': False, 'value': 0, 'services': {}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': False, 'permission_error': False, 'newly_discovered': {}}",-148.0
2199,197,5,-1.0,False,"{'success': False, 'value': 0, 'services': {}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': False, 'permission_error': False, 'newly_discovered': {}}",-149.0
2200,198,0,-1.0,False,"{'success': True, 'value': 0, 'services': {'ssh': 0.0, 'ftp': 0.0, 'http': 1.0}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': False, 'permission_error': False, 'newly_discovered': {}}",-150.0
2201,199,0,-1.0,False,"{'success': True, 'value': 0, 'services': {'ssh': 0.0, 'ftp': 0.0, 'http': 1.0}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': False, 'permission_error': False, 'newly_discovered': {}}",-151.0
2202,200,28,-1.0,False,"{'success': True, 'value': 0, 'services': {}, 'os': {'linux': 0.0, 'windows': 1.0}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': False, 'permission_error': False, 'newly_discovered': {}}",-152.0
2203,201,47,-1.0,False,"{'success': True, 'value': 0.0, 'services': {}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {(1, 0): True, (2, 0): True, (3, 0): True, (3, 1): True, (3, 2): True, (3, 3): True, (3, 4): True, (4, 0): True}, 'connection_error': False, 'permission_error': False, 'newly_discovered': {(1, 0): False, (2, 0): False, (3, 0): False, (3, 1): False, (3, 2): False, (3, 3): False, (3, 4): False, (4, 0): True}}",-153.0
2204,202,25,-1.0,False,"{'success': False, 'value': 0.0, 'services': {}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': True, 'permission_error': False, 'newly_discovered': {}}",-154.0
2205,203,63,-1.0,False,"{'success': True, 'value': 0, 'services': {'ssh': 1.0, 'ftp': 1.0, 'http': 0.0}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': False, 'permission_error': False, 'newly_discovered': {}}",-155.0
2206,204,0,-1.0,False,"{'success': True, 'value': 0, 'services': {'ssh': 0.0, 'ftp': 0.0, 'http': 1.0}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': False, 'permission_error': False, 'newly_discovered': {}}",-156.0
2207,205,38,-1.0,False,"{'success': False, 'value': 0.0, 'services': {}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': True, 'permission_error': False, 'newly_discovered': {}}",-157.0
2208,206,0,-1.0,False,"{'success': True, 'value': 0, 'services': {'ssh': 0.0, 'ftp': 0.0, 'http': 1.0}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': False, 'permission_error': False, 'newly_discovered': {}}",-158.0
2209,207,52,-1.0,False,"{'success': False, 'value': 0, 'services': {}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': False, 'permission_error': False, 'newly_discovered': {}}",-159.0
2210,208,11,-1.0,False,"{'success': True, 'value': 0, 'services': {}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {(1, 0): True, (2, 0): True, (3, 0): True, (3, 1): True, (3, 2): True, (3, 3): True, (3, 4): True, (4, 0): False}, 'connection_error': False, 'permission_error': False, 'newly_discovered': {(1, 0): False, (2, 0): False, (3, 0): False, (3, 1): False, (3, 2): False, (3, 3): False, (3, 4): False, (4, 0): False}}",-160.0
2211,209,43,-1.0,False,"{'success': False, 'value': 0.0, 'services': {}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': True, 'permission_error': False, 'newly_discovered': {}}",-161.0
2212,210,56,-1.0,False,"{'success': False, 'value': 0.0, 'services': {}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': True, 'permission_error': False, 'newly_discovered': {}}",-162.0
2213,211,68,-1.0,False,"{'success': False, 'value': 0, 'services': {}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': False, 'permission_error': False, 'newly_discovered': {}}",-163.0
2214,212,63,-1.0,False,"{'success': True, 'value': 0, 'services': {'ssh': 1.0, 'ftp': 1.0, 'http': 0.0}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': False, 'permission_error': False, 'newly_discovered': {}}",-164.0
2215,213,25,-1.0,False,"{'success': False, 'value': 0.0, 'services': {}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': True, 'permission_error': False, 'newly_discovered': {}}",-165.0
2216,214,14,-1.0,False,"{'success': False, 'value': 0, 'services': {}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': False, 'permission_error': False, 'newly_discovered': {}}",-166.0
2217,215,0,-1.0,False,"{'success': True, 'value': 0, 'services': {'ssh': 0.0, 'ftp': 0.0, 'http': 1.0}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': False, 'permission_error': False, 'newly_discovered': {}}",-167.0
2218,216,59,-1.0,False,"{'success': True, 'value': 0, 'services': {'ssh': 0.0, 'ftp': 1.0, 'http': 0.0}, 'os': {'linux': 0.0, 'windows': 1.0}, 'processes': {}, 'access': 1, 'discovered': {}, 'connection_error': False, 'permission_error': False, 'newly_discovered': {}}",-168.0
2219,217,45,-1.0,False,"{'success': True, 'value': 0, 'services': {'ssh': 0.0, 'ftp': 1.0, 'http': 0.0}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': False, 'permission_error': False, 'newly_discovered': {}}",-169.0
2220,218,45,-1.0,False,"{'success': True, 'value': 0, 'services': {'ssh': 0.0, 'ftp': 1.0, 'http': 0.0}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': False, 'permission_error': False, 'newly_discovered': {}}",-170.0
2221,219,33,-2.0,False,"{'success': True, 'value': 0, 'services': {'ssh': 0.0, 'ftp': 1.0, 'http': 1.0}, 'os': {'linux': 0.0, 'windows': 1.0}, 'processes': {}, 'access': 1, 'discovered': {}, 'connection_error': False, 'permission_error': False, 'newly_discovered': {}}",-172.0
2222,220,44,-1.0,False,"{'success': False, 'value': 0.0, 'services': {}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': True, 'permission_error': False, 'newly_discovered': {}}",-173.0
2223,221,30,-1.0,False,"{'success': True, 'value': 0, 'services': {}, 'os': {}, 'processes': {'tomcat': 0.0, 'daclsvc': 1.0}, 'access': 2.0, 'discovered': {}, 'connection_error': False, 'permission_error': False, 'newly_discovered': {}}",-174.0
2224,222,25,-1.0,False,"{'success': False, 'value': 0.0, 'services': {}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': True, 'permission_error': False, 'newly_discovered': {}}",-175.0
2225,223,45,-1.0,False,"{'success': True, 'value': 0, 'services': {'ssh': 0.0, 'ftp': 1.0, 'http': 0.0}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': False, 'permission_error': False, 'newly_discovered': {}}",-176.0
2226,224,18,-1.0,False,"{'success': True, 'value': 0, 'services': {'ssh': 0.0, 'ftp': 1.0, 'http': 0.0}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': False, 'permission_error': False, 'newly_discovered': {}}",-177.0
2227,225,39,-1.0,False,"{'success': True, 'value': 0, 'services': {}, 'os': {}, 'processes': {'tomcat': 0.0, 'daclsvc': 1.0}, 'access': 0.0, 'discovered': {}, 'connection_error': False, 'permission_error': False, 'newly_discovered': {}}",-178.0
2228,226,8,-1.0,False,"{'success': False, 'value': 0, 'services': {}, 'os': {}, 'processes': {}, 'access': {}, 'discovered': {}, 'connection_error': False, 'permission_error': False, 'newly_discovered': {}}",-179.0
